,Song_Name,Artist,Genre,Lyrics
61,Happy & Sad,Kacey Musgraves,country,"[Verse 1]
It's not you, it's the glow of the party
The way that you've got me lit up inside
It's the song that they're playin', the words that you're sayin'
It's never felt so right

[Pre-Chorus]
And I'm the kind of person who starts getting kinda nervous
When I'm having the time of my life

[Chorus]
Is there a word for the way that I'm feeling tonight?
Happy and sad at the same time
You got me smiling with tears in my eyes
I never felt so high
No, I've never been this far off of the ground
And they say everything that goes up must come down
But I don't wanna come down

[Verse 2]
So is there a way to stop all this thinkin', just keep on drinkin'?
'Cause I don't wanna wake up
When they're turnin' the lights on and it turns out the joke's on me
'Cause it feels so right

[Pre-Chorus]
And I'm the kind of person who starts getting kinda nervous
When I'm having the time of my life

[Chorus]
Is there a word for the way that I'm feeling tonight?
Happy and sad at the same time
You got me smilin' with tears in my eyes
I never felt so high
No, I've never been this far off of the ground
And they say everything that goes up must come down
But I don't wanna come down

[Bridge]
I don't mind at all, no, I'm used to fallin'
I'm comfortable when the sky is gray
But when everything is perfect, I start hidin'
'Cause I know that rain is comin' my way, my way

[Chorus]
'Cause I'm happy and sad at the same time
You got me smilin' with tears in my eyes
I never felt so high
No, never been this far off of the ground
And they say everything that goes up, goes up must come down
And I don't wanna come down
No, I don't wanna come down"
62,Such A Simple Thing,Ray LaMontagne,country,"[Verse 1]
Tell me what you're feeling
I can take the pain
Tell me that you mean it
That you won't leave again

[Chorus]
Tell me what your heart wants
Such a simple thing
My heart is like paper
Yours is like a flame

I can't make you see
If you don't by now
I'll get through these chains
Somehow, somehow

[Verse 2]
Take it if you want it
I'm so tired I just don't care
Can't you see how much you hurt me?
It's like I wasn't there

[Chorus]
Tell me what your heart wants
Such a simple thing
My heart is like paper
Yours is like a flame
My heart is like paper
Yours is like a flame

I can't make you see
If you don't by now
I'll get through these chains
Somehow, somehow

[Interlude]

[Chorus]
Tell me what your heart wants
Such a simple thing
My heart is like paper
Yours is like a flame
My heart is like paper
Yours is like a flame"
63,If We Were Vampires,Jason Isbell and the 400 Unit,country,"[Verse 1]
It's not the long, flowing dress that you're in
Or the light coming off of your skin
The fragile heart you protected for so long
Or the mercy in your sense of right and wrong
It's not your hands searching slow in the dark
Or your nails leaving love's watermark
It's not the way you talk me off the roof
Your questions like directions to the truth

[Chorus]
It's knowing that this can't go on forever
Likely one of us will have to spend some days alone
Maybe we'll get forty years together
But one day I'll be gone
Or one day you'll be gone

[Verse 2]
If we were vampires and death was a joke
We'd go out on the sidewalk and smoke
Laugh at all the lovers and their plans
I wouldn't feel the need to hold your hand
Maybe time running out is a gift
I'll work hard 'til the end of my shift
And give you every second I can find
And hope it isn't me who's left behind

[Chorus]
It's knowing that this can't go on forever
Likely one of us will have to spend some days alone
Maybe we'll get forty years together
But one day I'll be gone
Or one day you'll be gone

It's knowing that this can't go on forever
Likely one of us will have to spend some days alone
Maybe we'll get forty years together
But one day I'll be gone
Or one day you'll be gone"
64,Golden Hour,Kacey Musgraves,country,"[Verse 1]
All that I know is you caught me at the right time
Keep me in your glow
'Cause I'm having such a good time with you

[Chorus]
Baby, don't you know?
That you're my golden hour, the color of my sky
You've set my world on fire
And I know, I know everything's gonna be alright

[Verse 2]
I used to get sad and lonely when the sun went down
But it's different now
'Cause I love the light that I've found in you

[Chorus]
Baby, don't you know?
That you're my golden hour, the color of my sky
You've set my world on fire
And I know, I know everything's gonna be alright

[Bridge]
You make the world look beautiful, ooh
I thought I'd seen it all before
But looking through your eyes, it looks like paradise

[Chorus]
You've set my world on fire, yeah
And I know, I know everything's gonna be alright
You're my golden hour, the color of my sky
You've set my world on fire
And I know, I know everything's gonna be alright
Yeah, I know, I know everything's gonna be alright
Golden hour"
65,Wasted Time,Eagles,country,"[Verse]
Well baby, there you stand
With your little head, down in your hand
Oh, my God, you can't believe
It's happening again
Your baby's gone and you're all alone
And it looks like the end

And you're back out on the street
And you're trying to remember
How do you start it over?
You don't know if you can
You don't care much for a stranger's touch
But you can't hold your man

You never thought you'd be alone
This far down the line
And I know what's been on your mind
You're afraid it's all been wasted time

The autumn leaves have got you thinking
About the first time that you fell
You didn't love the boy too much, no, no
You just loved the boy too well, farewell
So you live from day to day, and you dream
About tomorrow, oh

And the hours go by like minutes
And the shadows come to stay
So you take a little something
To make them go away
And I could have done so many things, baby
If I could only stop my mind from wondering what
I left behind and from worrying about this wasted time

Ooh, another love has come and gone
Ooh, and the years keep rushing on
I remember what you told me
Before you went out on your own
""Sometimes to keep it together
You got to leave it alone""

So you can get on with your search, baby
And I can get on with mine
And maybe someday we will find
That it wasn't really wasted time

[Outro]
Mm,hm
Oh hoo, ooh, oh
Ooh,ooh, mm"
66,Free Bird,Lynyrd Skynyrd,country,"[Intro]

[Verse 1]
If I leave here tomorrow
Would you still remember me?
For I must be traveling on, now
Cause there's too many places I've got to see
But, if I stayed here with you, girl
Things just couldn't be the same
Cause I'm as free as a bird now
And this bird you can not change

[Chorus]
Oh, oh, oh, oh, oh
And this bird you can not change
And this bird you can not change
Lord knows, I can't change

[Bridge]

[Verse 2]
Bye, bye, baby, it's been a sweet love
Though this feeling I can't change
But please don't take it so badly
Cause Lord knows I'm to blame
But, if I stayed here with you, girl
Things just couldn't be the same
Cause I'm as free as a bird now
And this bird you'll never change

[Chorus]
Oh, oh, oh, oh, oh
And this bird you can not change
And this bird you can not change
Lord knows, I can't change
Lord help me, I can't change

[Outro]
Lord, I can't change
Won't you fly high, free bird, yeah

{EPIC 5 MINUTE GUITAR SOLO}"
67,The Weight,The Band,country,"I pulled in to Nazareth
Was feeling 'bout half past dead
I just need some place
Where I can lay my head
""Hey, mister, can you tell me
Where a man might find a bed?""
He just grinned and shook my hand
And ""No"" was all he said

Take a load off Fanny
Take a load for free
Take a load off Fanny
And (and) (and) you put the load right on me
(You put the load right on me)

I picked up my bag
I went looking for a place to hide
When I saw Carmen and the Devil
Walking side by side
I said ""Hey Carmen, come on
Let's go downtown?""
And she said, ""I gotta go
But my friend can stick around""

And take a load off Fanny
Take a load for free
Take a load off Fanny
And you put the load right on me
(You put the load right on me)

Go down, Miss Moses, there's nothin' you can say
It's just ol' Luke, and Luke's waitin' on the Judgement Day
""Well, Luke, my friend, what about young Anna Lee?""
He said, ""Do me a favor, son, won't ya stay and keep Anna Lee company?""

And take a load off Fanny
Take a load for free
Take a load off Fanny
And you put the load right on me
(You put the load right on me)

Crazy Chester followed me, and he caught me in the fog
He said, ""I will fix your rack, if you'll take Jack, my dog.""
I said, ""Wait a minute, Chester, you know I'm a peaceful man.""
He said, ""That's okay, boy, won't you feed him when you can.""

And take a load off Fanny
Take a load for free
Take a load off Fanny
And you put the load right on me
(You put the load right on me)

Catch a Cannonball, now, to take me down the line
My bag is sinkin' low and I do believe it's time
To get back to Miss Fanny, you know she's the only one
Who sent me here with her regards for everyone

Take a load off Fanny
Take a load for free
Take a load off Fanny
And you put the load right on me
(You put the load right on me)"
68,Heaven,Kane Brown,country,"[Verse 1]
This is perfect
Come kiss me one more time
I couldn't dream this up
Even if i tried
You and me in this moment
Feels like magic only
I'm right where I wanna be

[Chorus]
Everybody's talking about heaven like they just can't wait to go
Saying how it's gonna be so good, so beautiful
Lying next to you, in this bed with you, I ain't convinced
Cause, I don't know how, I don't know how heaven, heaven
Could be better than this

[Verse 2]
I swear you're and angel
Sent to this world
What did I do right to deserve you, girl?
I could stay here forever
I'd be fine if we never had to even leave this room

[Chorus]
Everybody's talking about heaven like they just can't wait to go
Saying how it's gonna be so good, so beautiful
Lying next to you, in this bed with you, I ain't convinced
Cause, I don't know how, I don't know how heaven, heaven
Could be better than this
Could be better than this

Everybody's talking about heaven like they just can't wait to go
Saying how it's gonna be so good, so beautiful
Lying next to you, in this bed with you, I ain't convinced
Cause, I don't know how, I don't know how heaven, heaven
Could be better than this (Heaven)
Could be better than this (Heaven, heaven)

[Outro]
I swear this is perfect
Come kiss me one more time"
69,Hey Good Lookin',Hank Williams,country,"[Chorus]
Say hey, good lookin' - what ya got cookin'?
How's about cooking somethin' up with me?
Hey, sweet baby - don't you think maybe
We can find us a brand new recipe?

[Verse 1]
I got a hot rod Ford, and a two dollar bill
And I know a spot right over the hill
There's soda pop and the dancing's free
So if you wanna have fun, come along with me

[Chorus]
Say hey, good lookin' - what ya got cookin'?
How's about cooking somethin' up with me?

[Verse 2]
I'm free and ready, so we can go steady
How's about saving all your time for me?
No more lookin', I know I been tookin'
Hows about keepin' steady company?

[Verse 3]
I'm gonna throw my date book over the fence
And buy me one for five or ten cents
I'll keep it till it's covered with age
Cause I'm writin' your name down on every page

[Chorus]
Say hey, good lookin' - what ya got cookin'?
How's about cooking somethin' up with me?"
70,Butterflies,Kacey Musgraves,country,"[Verse 1]
I was just coastin', never really goin anywhere
Caught up in a web, I was gettin' kinda used to stayin' there
And out of the blue, I fell for you

[Chorus 1]
Now you're lifting me up 'stead of holding me down
Stealing my heart 'stead of stealing my crown
Untangled all the strings 'round my wings that were tied
I didn't know him and I didn't know me
Cloud Nine was always out of reach
Now, I remember what it feels like to fly
You give me butterflies

[Verse 2]
Kiss full of color makes me wonder where you've always been
I was hiding in doubt 'til you brought me out of my chrysalis
And I came out new all because of you

[Chorus 1]
And now, you're lifting me up 'stead of holding me down
Stealing my heart 'stead of stealing my crown
Untangled all the strings 'round my wings that were tied
I didn't know him and I didn't know me
Cloud nine was always out of reach
Now, I remember what it feels like to fly
You give me butterflies, yeah
You give me butterflies

[Chorus 2]
Now, you're lifting me up 'stead of holding me down
You're taking my hand 'stead of taking my crown
Untangled all the strings 'round my wings that were tied
I didn't know him and I didn't know me
Cloud Nine was always out of reach
Now, I remember what it feels like to fly
You give me butterflies
You give me butterflies"
71,White Horse,Taylor Swift,country,"[Verse 1]
Say you're sorry, that face of an angel
Comes out just when you need it to
As I paced back and forth all this time
'Cause I honestly believed in you
Holdin' on, the days drag on
Stupid girl, I shoulda known, I shoulda known

[Chorus]
That I'm not a princess, this ain't a fairytale
I'm not the one you'll sweep off her feet, lead her up the stairwell
This ain't Hollywood, this is a small town
I was a dreamer before you went and let me down
Now it's too late for you and your white horse
To come around

[Verse 2]
Baby I was naive, got lost in your eyes
And never really had a chance
My mistake I didn't know to be in love
You had to fight to have the upper hand
I had so many dreams about you and me
Happy endings, now I know

[Chorus]
That I'm not a princess, this ain't a fairytale
I'm not the one you'll sweep off her feet, lead her up the stairwell
This ain't Hollywood, this is a small town
I was a dreamer before you went and let me down
Now it's too late for you and your white horse
To come around

[Bridge]
And there you are on your knees
Beggin' for forgiveness, beggin' for me
Just like I always wanted
But I'm so sorry

[Chorus]
'Cause I'm not your princess, this ain't our fairytale
I'm gonna find someone someday
Who might actually treat me well
This is a big world, that was a small town
There in my rear view mirror disappearing now
And it's too late for you and your white horse
Now it's too late for you and your white horse
To catch me now

[Outro]
Oh, whoa, whoa, whoa
Try and catch me now, oh
It's too late to catch me now"
72,All I Have To Do Is Dream,The Everly Brothers,country,"Dream, dream, dream, dream
Dream, dream, dream, dream
When I want you in my arms
When I want you and all your charms
Whenever I want you, all I have to do is
Dream, dream, dream, dream

When I feel blue in the night
And I need you to hold me tight
Whenever I want you, all I have to do is
Dream

I can make you mine, taste your lips of wine
Anytime night or day
Only trouble is, gee whiz
I’m dreamin’ my life away

I need you so that I could die
I love you so and that is why
Whenever I want you, all I have to do is
Dream, dream, dream, dream
Dream

I can make you mine, taste your lips of wine
Anytime night or day
Only trouble is, gee whiz
I’m dreamin’ my life away

I need you so that I could die
I love you so and that is why
Whenever I want you, all I have to do is
Dream, dream, dream, dream
Dream, dream, dream, dream"
73,"Oh, What a World",Kacey Musgraves,country,"[Intro]
Oh, what a world, I don't wanna leave
There's all kinds of magic; it's hard to believe
Oh, what a world, I don't wanna leave
There's all kinds of magic; it's hard to believe

[Verse 1]
Northern lights in our skies
Plants that grow and open your mind
Things that swim with a neon glow
How we all got here, nobody knows

[Pre-Chorus]
These are real things
These are real things

[Chorus]
Oh, what a world, don't wanna leave
All kinds of magic all around us; it's hard to believe
Thank God it's not too good to be true
Oh, what a world, and then there is you

[Verse 2]
Did I know you once in another life?
Are we here just once or a billion times?
Well, I wish I knew, but it doesn't matter
'Cause you're here right now, and I know what I feel

[Pre-Chorus]
And these are real things
Yeah, these are real things

[Chorus]
Oh, what a world, don't wanna leave
All kinds of magic all around us; it's hard to believe
Thank God it's not too good to be true
Oh, what a world, and then there is you
Oh, and then there is you

[Pre-Chorus]
These are real things
These are real things

[Chorus 2]
Oh, what a world, all kinds of magic
Tell me it's not too good to be true
Oh, what a world, and then there is you

[Outro]
Oh, what a world, I don't wanna leave
There's all kinds of magic; it's hard to believe
(And then there is you)
Oh, what a world, I don't wanna leave
There's all kinds of magic; it's hard to believe
(And then there is you)
Oh, what a world, I don't wanna leave
There's all kinds of magic; it's hard to believe
(And then there is you)
Oh, what a world, I don't wanna leave
There's all kinds of magic; it's hard to believe"
74,TEQUILA,Dan + Shay,country,"[Verse 1]
I can still shut down a party
I can hang with anybody
I can drink whiskey and red wine
Champagne all night
Little Scotch on the rocks and I'm fine, I'm fine

[Chorus]
But when I taste tequila, baby I still see ya
Cutting up the floor in a sorority t-shirt
The same one you wore when we were
Sky high in Colorado, your lips pressed against the bottle
Swearing on a Bible, baby, I'd never leave ya
I remember how bad I need ya, when I taste tequila
When I taste tequila

[Verse 2]
I can kiss somebody brand new and not even think about you
I can show up to the same bar
Hear the same songs in my car
Baby, your memory it only hits me this hard

[Chorus]
When I taste tequila, baby I still see ya
Cutting up the floor in a sorority t-shirt
The same one you wore when we were
Sky high in Colorado, your lips pressed against the bottle
Swearing on a Bible, baby, I'd never leave ya
I remember how bad I need ya, when I taste Tequila
When I taste tequila

[Bridge]
I ain't even drunk, I ain't even drunk
And I'm thinking
How I need your love, how I need your love
Yeah, it sinks in

[Chorus]
When I taste tequila, baby I still see ya
Sorority t-shirt, the same one you wore when we were
Sky high in Colorado, your lips pressed against the bottle
Swearing on a Bible, baby, I'd never leave ya
I remember how bad I need ya, when I taste tequila
When I taste tequila
When I taste tequila
When I taste tequila"
75,Space Cowboy,Kacey Musgraves,country,"[Verse 1]
You look out the window while I look at you
Saying ""I don't know""
Would be like saying that the sky ain't blue
And boots weren't made for sitting by the door
Since you don't wanna stay anymore

[Chorus]
You can have your space, cowboy
I ain't gonna fence you in
Go on, ride away in your Silverado
Guess I'll see you 'round again
I know my place, and it ain't with you
Well sunsets fade, and love does too
Yeah, we had our day in the sun
When a horse wants to run, there ain't no sense in closing the gate
You can have your space, cowboy

[Verse 2]
After the gold rush, there ain't no reason to stay
Shoulda learned from the movies that good guys don't run away
But roads weren't made to not go down
And there ain't room for both of us in this town

[Chorus]
So you can have your space, cowboy
I ain't gonna fence you in
Go on, ride away in your Silverado
I'll see you around again
'Cause I know my place, and it ain't with you
Sunsets fade, and love does too
We had our day in the sun
When a horse wants to run, ain't no sense in closing the gate
So you can have your space

[Chorus]
You can have your space, cowboy
I ain't gonna fence you in
Go on, ride away in your Silverado
I'll see you around again
'Cause I know my place, and it ain't with you
Sunsets fade, and love does too
Though we had our day in the sun
When a horse wants to run, ain't no sense in closing the gate
You can have your space
Yeah, you can have your space
You can have your space, cowboy"
76,Heartbreak Hotel,Elvis Presley,country,"[Verse 1]
Well, since my baby left me
Well, I found a new place to dwell
Well, it's down at the end of lonely street
At Heartbreak Hotel

[Chorus]
You make me so lonely baby
Well, I'm so lonely
I get so lonely I could die

[Verse 2]
Although it's always crowded
You still can find some room
For broken hearted lovers
To cry away their gloom
And be so...

[Chorus]
You make me so lonely baby
Well, I'm so lonely
I get so lonely I could die

[Verse 3]
Now the bell hops tears keep flowing
The desk clerks dressed in black
Well they been so long on lonely street
They ain't ever gonna look back

[Chorus]
You make me so lonely baby
Well, I'm so lonely
I get so lonely I could die

[Verse 4]
Hey now, if your baby leaves you
And you got a tale to tell
Just take a walk down lonely street
To Heartbreak Hotel"
77,Desperado,Eagles,country,"Desperado, why don't you come to your senses
You've been out ridin' fences
For so long now
Oh, you're a hard one
I know that you've got your reasons
These things that are pleasin' you
Can hurt you somehow

Don't you draw the queen of diamonds, boy
She'll beat you if she's able
You know the queen of hearts is always your best bet
Now it seems to me, some fine things
Have been laid upon your table
But you only want the ones
That you can't get

Desperado
Oh, you ain't getting no younger
Your pain and your hunger
They're driving you home
And freedom, oh, freedom
Well that's just some people talking
Your prison is walking through this world all alone

Don't your feet get cold in the winter time?
The sky won't snow and the sun won't shine
It's hard to tell the night time from the day
And you're losing all your highs and lows
Ain't it funny how the feeling goes
Away...

Desperado
Why don't you come to your senses?
Come down from your fences, open the gate
It may be rainin', but there's a rainbow above you
You better let somebody love you
(let somebody love you)
You better let somebody love you
Before it's too late"
78,America the Beautiful,Katharine Lee Bates,country,"O beautiful for spacious skies
For amber waves of grain
For purple mountain majesties
Above the fruited plain!
America! America!
God shed his grace on thee
And crown thy good with brotherhood
From sea to shining sea!

O beautiful for pilgrim feet
Whose stern impassioned stress
A thoroughfare of freedom beat
Across the wilderness!
America! America!
God mend thine every flaw
Confirm thy soul in self-control
Thy liberty in law!

O beautiful for heroes proved
In liberating strife
Who more than self their country loved
And mercy more than life!
America! America!
May God thy gold refine
Till all success be nobleness
And every gain divine!

O beautiful for patriot dream
That sees beyond the years
Thine alabaster cities gleam
Undimmed by human tears!
America! America!
God shed his grace on thee
And crown thy good with brotherhood
From sea to shining sea!

O beautiful for halcyon skies
For amber waves of grain
For purple mountain majesties
Above the enameled plain!
America! America!
God shed his grace on thee
Till souls wax fair as earth and air
And music-hearted sea!

O beautiful for pilgrims feet
Whose stem impassioned stress
A thoroughfare for freedom beat
Across the wilderness!
America! America!
God shed his grace on thee
Till paths be wrought through
Wilds of thought
By pilgrim foot and knee!

O beautiful for glory-tale
Of liberating strife
When once and twice
For man's avail
Men lavished precious life!
America! America!
God shed his grace on thee
Till selfish gain no longer stain
The banner of the free!

O beautiful for patriot dream
That sees beyond the years
Thine alabaster cities gleam
Undimmed by human tears!
America! America!
God shed his grace on thee
Till nobler men keep once again
Thy whiter jubilee!"
79,All On Me,Devin Dawson,country,"[Verse 1]
Yeah I know that the woes and the weight of the world
Can get in side our minds and be too much sometimes, I know
But baby don't let the no's and the ups and the downs
From the roller coaster ride beat you up inside, baby don't
But if you ever feel that way, don't you ever hesitate, cause

[Chorus]
You got my number you can call on me
If you're in trouble put the fall on me
When you're mad you can take it out on me
When it don't add up you can count on me
When you're low come get high on me
Make it slow take your time on me
Said let, let it out
Come and lay on me
When it gets heavy put the weight on me
Baby put it all on me
Put it all on me

[Verse 2]
Wanna take you out on the town on my dime anytime, tell me when you're free
We can do anything and everything you want yeah
Oh I wanna hear all your fears and your troubles
Strip it down, really get to know one another
When it's nobody but you and me just us
Girl you know I'm here for you
You can lean on me anytime you need to

[Chorus]
You got my number, you can call on me
If you're in trouble put the fall on me
When you're mad you can take it out on me
When it don't add up you can count on me
When you're low come get high on me
Make it slow take your time on me
Said let, let it out
Come and lay on me
When it gets heavy put the weight on me
Baby put it all on me
Girl put it all on me

[Bridge]
C'mon relax your mind on me
When you need a shoulder you can cry on me
Baby you can bet your life on me
Put it all on me

[Chorus]
You got my number, you can call on me
If you're in trouble put the fall on me
When you're mad you can take it out on me
When it don't add up you can count on me
When you're low come get high on me
Make it slow take your time on me
Said let, let it out
Come and lay on me
When it gets heavy put the weight on me
Baby put it all on me
Yeah baby put it all on me, yeah

[Outro]
Put it all on me, yeah
Girl put it all on me
Put it all on me"
80,Knockin' On Heaven's Door,Bob Dylan,country,"[Harmonica Solo]

[Verse 1]
Mama, take this badge off of me
I can’t use it anymore
It’s getting dark, too dark to see
I feel I’m knocking on heaven’s door

[Chorus]
Knock, knock, knocking on heaven’s door
Knock, knock, knocking on heaven’s door
Knock, knock, knocking on heaven’s door
Just like so many times before

[Verse 2]
Mama, put my guns in the ground
I can’t shoot them anymore
That long black cloud is coming down
I feel I’m knocking on heaven’s door

[Chorus]
Knock, knock, knocking on heaven’s door
Knock, knock, knocking on heaven’s door
Knock, knock, knocking on heaven’s door
Just like so many times before

[Chorus]
Knock, knock, knocking on heaven’s door
Knock, knock, knocking on heaven’s door
Knock, knock, knocking on heaven’s door
Just like so many times before

[Outro] [x9]
Just like so many times before"
81,Lonely Weekend,Kacey Musgraves,country,"[Intro]
It's a lo-, it's a lo-, it's a lonely weekend
It's a lo-, it's a lo-, it's a lonely feelin' without you

[Verse 1]
Monday, I was gone, and Tuesday, you were working late
Wednesday went to hell, then Thursday kinda had the wait, yeah
Friday, you were leavin', goin' out of town again
I should see what's goin' on, only got a couple friends

[Chorus]
It's a lo-, it's a lo-, it's a lonely weekend (So lonely)
It's a lo-, it's a lo-, it's a lonely feelin' without you
Guess everybody else is out tonight (Out tonight)
Guess I'm hangin' by myself, but I don't mind (I don't mind)
It's a lo-, it's a lo-, it's a lonely weekend, yeah

[Verse 2]
I got a million things to do, but I haven't done a single one, no
And if my sister lived in town, I know that we'd be doin' something fun
I keep lookin' at my phone, puttin' it back down
There's a little part of me that's got the fear of missin' out, and

[Chorus]
It's a lo-, it's a lo-, it's a lonely weekend (So lonely)
It's a lo-, it's a lo-, it's a lonely feelin' without you
I guess everybody else is out tonight (Out tonight)
Guess I'm hangin' by myself, but I don't mind (I don't mind)
It's a lo-, it's a lo-, it's a lonely weekend, yeah

[Bridge]
Even if you got somebody on your mind
It's alright to be alone sometimes, sometimes

[Chorus]
It's a lo-, it's a lo-, it's a lonely weekend (So lonely)
It's a lo-, it's a lo-, it's a lonely feelin' without you
I guess everybody else is out tonight (Out tonight)
Guess I'm hangin' by myself, but I don't mind (I don't mind)
It's a lo-, it's a lo-, it's a lonely weekend
It's a lo-, it's a lo-, it's a lonely weekend"
82,Feathered Indians,Tyler Childers,country,"Well my buckle makes impressions
On the inside of her thigh
There are little feathered Indians
Where we tussled through the night
If I'd known she was religious
Then I wouldn't have came stoned
To the house of such an angel
Too fucked up to get back home

Lookin' over West Virginia
Smoking Spirits on the roof
She asked ain't anybody told ya
That them things are bad for you
I said many folks have warned me
There's been several people try
But up till now, there ain't been nothing
That I couldn't leave behind

Hold me close my dear
Sing your whispering song
Softly in my ear
And I will sing along
Honey tell me how your love runs true
And how I can always count on you
To be there when the bullets fly
I'd run across the river just to hold you tonight

Well my heart is sweating bullets
From the circles it has raced
Like a little feathered indian
Callin' out the clouds for rain
I'd go runnin' through the thicket
I'd go careless through the thorns
Just to hold her for a minute
Though it'd leave me wanting more

Hold me close my dear
Sing your whispering song
Softly in my ear
And I will sing along
Honey tell me how your love runs true
And how I can always count on you
To be there when the bullets fly
I'd run across the river just to hold you tonight"
83,Girl Crush,Little Big Town,country,"[Verse 1]
I gotta girl crush, hate to admit it but
I gotta heart rush, ain’t slowin’ down
I got it real bad, want everything she has
That smile and the midnight laugh she’s givin’ you now

[Chorus]
I wanna taste her lips, yeah, ‘cause they taste like you
I wanna drown myself in a bottle of her perfume
I want her long blonde hair, I want her magic touch
Yeah, ‘cause maybe then, you’d want me just as much
I gotta girl crush, I gotta girl crush

[Verse 2]
I don’t get no sleep, I don’t get no peace
Thinkin’ about her under your bed sheets
The way that she’s whisperin’, the way that she’s pullin’ you in
Lord knows I’ve tried, I can’t get her off my mind

[Chorus]
I wanna taste her lips, yeah, ‘cause they taste like you
I wanna drown myself in a bottle of her perfume
I want her long blonde hair, I want her magic touch
Yeah, ‘cause maybe then, you’d want me just as much
I gotta girl crush, I gotta girl crush

I gotta girl crush, hate to admit it but
I gotta heart rush, it ain’t slowin’ down"
84,Joanne,Lady Gaga,country,"[Verse 1]
Take my hand, stay Joanne
Heaven's not
Ready for you
Every part
Of my aching heart
Needs you more
Than the angels do

[Chorus]
Girl
Where do you think you're goin'?
Where do you think you're goin'
Goin', girl?
Girl
Where do you think you're goin'?
Where do you think you're goin'
Goin', girl?

[Verse 2]
If you could
I know that you'd stay
We both know
Things don't work that way
I promised I
Wouldn't say goodbye
So I grin
And my voice gets thin

[Chorus]
Girl
Where do you think you're goin'?
Where do you think you're goin'
Goin', girl?
Girl
Where do you think you're goin'?
Where do you think you're goin'
Goin', girl?

[Bridge]
Honestly, I know where you're goin'
And baby, you're just movin' on
And I'll still love you even if I can't
See you anymore
Can't wait to see you soar

[Chorus]
Girl
Where do you think you're goin'?
Where do you think you're goin'
Goin', girl?
Girl
Where do you think you're goin'?
Where do you think you're goin'
Goin', girl?"
85,Drowns The Whiskey,Jason Aldean,country,"[Verse 1: Jason Aldean]
All the folks down in Lynchburg, Tennessee
Been working hard for good ol' boys like me
I don't wanna be the one to tell 'em
That stuff that they've been selling
Ain't working like it should
But I damn sure wish it would

[Chorus: Jason Aldean & Miranda Lambert]
Whiskey's supposed to drown the memory
I've gone from one to one too many
And the thing that really gets me
Is how your memory drowns the whiskey

[Verse 2: Jason Aldean & Miranda Lambert]
Maybe it's the bar or the stool I'm on
Maybe it's the band and the sad old song
That keeps me buying rounds
That keeps me turning down
Any girl that wants to dance
And you ain't giving them a chance

[Chorus: Jason Aldean & Miranda Lambert]
Whiskey's supposed to drown the memory
I've gone from one to one too many
And the thing that really gets me
Is how your memory drowns the whiskey

[Bridge: Jason Aldean & Miranda Lambert]
Girl, I'm living proof that 80 proof
Ain't got a shot at touching you

[Chorus: Jason Aldean & Miranda Lambert]
But whiskey's supposed to drown the memory
I've gone from one to one too many
And the thing that really gets me
Is whiskey's supposed to drown the memory
I've gone from one to one too many
And the thing that really gets me
Is how your memory drowns the whiskey
Yeah the thing that really gets me
Is how your memory drowns the whiskey

[Outro: Jason Aldean & Miranda Lambert]
All the folks down in Lynchburg, Tennessee
Been working hard for good old boys like"
86,Mine,Taylor Swift,country,"[Verse 1]
You were in college, working part-time, waiting tables
Left a small town and never looked back
I was a flight risk, with a fear of falling
Wondering why we bother with love, if it never lasts

[Pre-Chorus 1]
I say, ""Can you believe it?""
As we're lying on the couch
The moment, I could see it
Yes, yes, I can see it now

[Chorus]
Do you remember, we were sitting there, by the water?
You put your arm around me for the first time
You made a rebel of a careless man's careful daughter
You are the best thing that's ever been mine

[Verse 2]
Flash forward, and we're taking on the world together
And there's a drawer of my things at your place
You learn my secrets and figure out why I'm guarded
You say we'll never make my parents' mistakes

[Pre-Chorus 2]
But we got bills to pay
We got nothing figured out
When it was hard to take
Yes, yes
This is what I thought about:

[Chorus]
Do you remember, we were sitting there, by the water?
You put your arm around me for the first time
You made a rebel of a careless man's careful daughter
You are the best thing that's ever been mine

Do you remember all the city lights on the water?
You saw me start to believe for the first time
You made a rebel of a careless man's careful daughter
You are the best thing that's ever been mine

[Bridge]
And I remember that fight, 2:30 AM
As everything was slipping right out of our hands
I ran out, crying, and you followed me out into the street
Braced myself for the goodbye
'Cause that's all I've ever known
Then, you took me by surprise
You said, ""I'll never leave you alone.""

[Chorus 2]
You said, ""I remember how we felt, sitting by the water
And every time I look at you, it's like the first time
I fell in love with a careless man's careful daughter
She is the best thing that's ever been mine""
Hold on, make it last
Hold on, never turn back
You made a rebel of a careless man's careful daughter
You are the best thing that's ever been mine

[Outro]
Yeah, yeah
Do you believe it?
(Hold on)
We're gonna make it now
(Hold on)
And I can see it
Yeah, yeah
I can see it now (see it now)"
