,Song_Name,Artist,Genre,Lyrics
85,From Now On,Hugh Jackman,Pop,"[Verse 1: P.T. Barnum]
I saw the sun begin to dim
And felt that winter wind
Blow cold
A man learns who is there for him
When the glitter fades and the walls won't hold
'Cause from then, rubble
What remains
Can only be what's true
If all was lost
There's more I gained
'Cause it led me back
To you

[Chorus: P.T. Barnum]
From now on
These eyes will not be blinded by the lights
From now on
What's waited till tomorrow starts tonight
Tonight
Let this promise in me start
Like an anthem in my heart
From now on
From now on

[Verse 2: P.T. Barnum]
I drank champagne with kings and queens
The politicians praised my name
But those are someone else's dreams
The pitfalls of the man I became
For years and years
I chased their cheers
The crazy speed of always needing more
But when I stop
And see you here
I remember who all this was for

[Chorus: P.T. Barnum]
And from now on
These eyes will not be blinded by the lights
From now on
What's waited till tomorrow starts tonight
It starts tonight
And let this promise in me start
Like an anthem in my heart
From now on
From now on
From now on

[Ensemble]
And we will come back home
And we will come back home
Home, again!
And we will come back home
And we will come back home
Home, again!
And we will come back home
And we will come back home
Home, again!

[P.T. Barnum]
From now on!

[Ensemble]
And we will come back home
And we will come back home
Home, again!
And we will come back home
And we will come back home
Home, again!
And we will come back home
And we will come back home (Yes!)
Home, again!
And we will come back home
And we will come back home
Home, again!
From now on!

[P.T. Barnum]
These eyes will not be blinded by the lights!

[Ensemble]
From now on!

[P.T. Barnum]
What's waited till tomorrow starts tonight!
It starts tonight!
Let this promise in me start
Like an anthem in my heart
From now on!
From now on!
From now on!

[Ensemble]
And we will come back home
And we will come back home
Home again!
And we will come back home
And we will come back home
Home, again!
And we will come back home
And we will come back home
Home, again!

[Outro: Ensemble]
From now on
From now on
Home, again!
From now on
From now on
Home, again!"
86,Zona Nyaman,Fourtwnty,Pop,"[Verse 1]
Pagi ke pagi ku terjebak di dalam ambisi
Seperti orang-orang berdasi yang gila materi
Rasa bosan membukakan jalan mencari peran
Keluarlah dari zona nyaman

[Chorus]
Sembilu yang dulu
Biarlah berlalu
Bekerja bersama hati
Kita ini insan bukan seekor sapi

Sembilu yang dulu
Biarlah membiru
Berkarya bersama hati

[Verse 2]
Waktu ke waktu perlahan kurakit egoku
Merangkul orang-orang yang mulai sejiwa denganku
Ke-BM-an membukakan jalan mencari teman
Bergeraklah dari zona nyaman

[Chorus]
Sembilu yang dulu
Biarlah berlalu
Bekerja bersama hati
Kita ini insan bukan seekor sapi

Sembilu yang dulu
Biarlah membiru
Berkarya bersama hati

[Interlude]
Diam dan mati
Milik dia yang tak bisa berdiri, berdiri
Diam dan mati
Milik dia yang tak bisa berdiri
Berdiri di kakinya sendiri

[Chorus]
Sembilu yang dulu
Biarlah berlalu
Bekerja bersama hati
Kita ini insan bukan seekor sapi

Sembilu yang dulu
Biarlah membiru
Berkarya bersama hati

[Outro]
Tanamkan pesanku
Agar tak keliru
Bekerja bersama hati"
87,Burn,Lin-Manuel Miranda,Pop,"[ELIZA]
I saved every letter you wrote me
From the moment I read them
I knew you were mine
You said you were mine
I thought you were mine

Do you know what Angelica said
When we saw your first letter arrive?
She said

“Be careful with that one, love
He will do what it takes to survive.”

You and your words flooded my senses
Your sentences left me defenseless
You built me palaces out of paragraphs
You built cathedrals
I’m re-reading the letters you wrote me
I’m searching and scanning for answers
In every line
For some kind of sign
And when you were mine
The world seemed to

Burn
Burn

You published the letters she wrote you
You told the whole world how you brought
This girl into our bed
In clearing your name, you have ruined our lives
Do you know what Angelica said
When she read what you’d done?
She said
“You have married an Icarus
He has flown too close to the sun.”

You and your words, obsessed with your legacy...
Your sentences border on senseless
And you are paranoid in every paragraph
How they perceive you

You, you, you…

I’m erasing myself from the narrative
Let future historians wonder how Eliza
Reacted when you broke her heart
You have torn it all apart
I am watching it
Burn
Watching it burn
The world has no right to my heart
The world has no place in our bed
They don’t get to know what I said
I’m burning the memories
Burning the letters that might have redeemed you
You forfeit all rights to my heart
You forfeit the place in our bed
You sleep in your office instead
With only the memories
Of when you were mine
I hope that you burn"
88,Pumped Up Kicks,Foster The People,Pop,"[Verse 1]
Robert's got a quick hand
He'll look around the room, he won't tell you his plan
He's got a rolled cigarette
Hanging out his mouth, he's a cowboy kid
Yeah, he found a six-shooter gun
In his dad's closet, in the box of fun things
I don't even know what
But he's coming for you, yeah, he's coming for you

[Hook]
All the other kids with the pumped up kicks
You better run, better run, outrun my gun
All the other kids with the pumped up kicks
You better run, better run, faster than my bullet
All the other kids with the pumped up kicks
You better run, better run, outrun my gun
All the other kids with the pumped up kicks
You better run, better run, faster than my bullet

[Verse 2]
Daddy works a long day
He be coming home late, and he's coming home late
And he's bringing me a surprise
'Cause dinner's in the kitchen and it's packed in ice
I've waited for a long time
Yeah, the sleight of my hand is now a quick-pull trigger
I reason with my cigarette
And say, ""Your hair's on fire, you must've lost your wits"", yeah

[Hook]
All the other kids with the pumped up kicks
You better run, better run, outrun my gun
All the other kids with the pumped up kicks
You better run, better run, faster than my bullet
All the other kids with the pumped up kicks
You better run, better run, outrun my gun
All the other kids with the pumped up kicks
You better run, better run, faster than my bullet

[Bridge]
Run, run, run, run
Run, run, run – run, run, run
Run, run, run – run, run, run
Run, run – run, run
Run, run, run, run, run!

[Hook]
All the other kids with the pumped up kicks
You better run, better run, outrun my gun
All the other kids with the pumped up kicks
You better run, better run, faster than my bullet
All the other kids with the pumped up kicks
You better run, better run, outrun my gun
All the other kids with the pumped up kicks
You better run, better run, faster than my bullet
All the other kids with the pumped up kicks
You better run, better run, outrun my gun
All the other kids with the pumped up kicks
You better run, better run, faster than my bullet"
89,Low,Flo Rida,Pop,"[Intro: T-Pain + (Flo Rida)]
Hmm-mmm-mmm-mmm-mmm-mmm
(Let me talk to 'em, let me talk to 'em)
Hmm-mmm-mmm-mmm-mmm-mmm
(Let me talk to 'em)

[Hook: T-Pain]
Shawty had them Apple Bottom jeans
Boots with the fur (with the fur)
The whole club was lookin' at her
She hit the flo' (she hit the flo'!), next thang you know
Shawty got low-low-low-low-low-low-low-low
Them baggy sweat pants
And the Reeboks with the straps (with the straps)
She turned around and gave that big booty a smack (ayy!!)
She hit the flo' (she hit the flo'!), next thang you know
Shawty got low-low-low-low-low-low-low-low

[Verse 1: Flo Rida]
I ain't never seen nothin' that'll make me go
This crazy all night spendin' my dough
Had a million dollar vibe and a bottle to go
Them birthday cakes they stole the show
So sexual, she was flexable
Professional, drinkin' X and oh
Hold up, wait a minute, do I see what I think I, whoa
Did I think I see shawty get low?
Ain't the same when it's up that close
Make it rain, I'm makin' it snow
Work the pole, I got the bank roll
I'ma say that I prefer them no clothes
I'm into that, I love women exposed
She threw it back at me, I gave her mo'
Cash ain't no problem, I know where it goes
She had them—

[Hook: T-Pain]
Apple Bottom jeans, boots with the fur (with the fur)
The whole club was lookin' at her
She hit the flo' (she hit the flo'!), next thang you know
Shawty got low-low-low-low-low-low-low-low
Them baggy sweat pants
And the Reeboks with the straps (with the straps)
She turned around and gave that big booty a smack (ayy!!)
She hit the flo' (she hit the flo'!), next thang you know
Shawty got low-low-low-low-low-low-low-low

[Verse 2: Flo Rida]
Hey, shawty, what I gotta do to get you home?
My jeans full of guap and they ready for shones
Cadillacs, Maybachs for the sexy grown
Patron on the rocks that'll make you moan
One stack c'mon, two stacks c'mon
Three stacks c'mon, now that's three grand
What, you think I'm playin', baby girl?
I'm the man, I'll bend the rubber bands
That's what I told her, her legs on my shoulder
I knew it was over, that Henny and Cola
Got me like a solider, she ready for Rover
I couldn't control her
So lucky oh me, I was just like a clover
Shawty was hot like a toaster
Sorry but I had to fold her
Like a pornography poster, she showed her—

[Hook: T-Pain]
Apple Bottom jeans, boots with the fur (with the fur)
The whole club was lookin' at her
She hit the flo' (she hit the flo'!), next thang you know
Shawty got low-low-low-low-low-low-low-low
Them baggy sweat pants
And the Reeboks with the straps (with the straps)
She turned around and gave that big booty a smack (ayy!!)
She hit the flo' (she hit the flo'!), next thang you know
Shawty got low-low-low-low-low-low-low-low

[Verse 3: Flo Rida]
Whoa, shawty
Yeah she was worth the money
Lil' mama took my cash
And I ain't want it back
The way she bent that back
Got her them paper stacks
Tattoo above her crack
I had to handle that
I was on it, sexy woman
Let me showin' and made me want it
Two in the mornin', I'm zonin'
And them Rosay bottles foamin'
She wouldn't stop, made it drop
Shawty did that pop and lock
Had to break her off that guap
Gal was fly just like my Glock

[Hook: T-Pain]
Apple Bottom jeans, boots with the fur (with the fur)
The whole club was lookin' at her
She hit the flo' (she hit the flo'!), next thang you know
Shawty got low-low-low-low-low-low-low-low
Them baggy sweat pants
And the Reeboks with the straps (with the straps)
She turned around and gave that big booty a smack (ayy!!)
She hit the flo' (she hit the flo'!), next thang you know
Shawty got low-low-low-low-low-low-low-low"
90,The Schuyler Sisters,Lin-Manuel Miranda,Pop,"[BURR]
There’s nothing rich folks love more
Than going downtown and slummin’ it with the poor
They pull up in their carriages and gawk
At the students in the common
Just to watch them talk
Take Philip Schuyler: the man is loaded
Uh-oh, but little does he know that
His daughters, Peggy, Angelica, Eliza
Sneak into the city just to watch all the guys at—

[COMPANY]
Work, work!

[ANGELICA]
Angelica!

[COMPANY]
Work, work!

[ELIZA]
Eliza!

[PEGGY]
And Peggy!

[COMPANY]
Work, work!
The Schuyler sisters!

[ANGELICA]
Angelica!

[PEGGY]
Peggy!

[ELIZA]
Eliza!

[COMPANY]
Work!

[PEGGY]
Daddy said to be home by sundown

[ANGELICA]
Daddy doesn’t need to know

[PEGGY]
Daddy said not to go downtown

[ELIZA]
Like I said, you’re free to go

[ANGELICA]
But—look around, look around, the
Revolution’s happening in New York

[ELIZA/PEGGY]
New York

[COMPANY]
Angelica

[SCHUYLER SISTERS AND COMPANY]
Work!

[PEGGY]
It’s bad enough daddy wants to go to war

[ELIZA]
People shouting in the square

[PEGGY]
It’s bad enough there’ll be violence on our shore

[ANGELICA]
New ideas in the air

[ANGELICA AND MALE ENSEMBLE]
Look around, look around—

[ELIZA]
Angelica, remind me what we’re looking for…

[ALL MEN]
She’s lookin’ for me!"
91,Done For Me,Charlie Puth,Pop,"[Intro: Charlie Puth]
Oh, oh

[Verse 1: Charlie Puth]
(Ay) What you thinking?
You think that you could be better off with somebody new
(No, oh, oh, baby, no)
You say you're leaving
Well, if you wanna leave, there ain't nobody stopping you
(No, oh, oh, baby, no)

[Pre-Chorus: Charlie Puth]
I won't beg for your love
Won't say, ""Please""
I won't fall to the ground on my knees
You know I've given this everything
Baby, honestly, baby, honestly

[Chorus: Charlie Puth]
I lie for you, baby
I die for you, baby
Cry for you, baby
But tell me what you've done for me
For you, baby
And only you, baby
The things I do, baby
But tell me what you've done for me

[Verse 2: Kehlani]
I never cheated
Deleted everyone 'cause they made you uncomfortable
(No, oh, oh, baby, no)
These accusations
I can't apologize for something that I didn't do
(No, oh, oh, baby, no)

[Pre-Chorus: Kehlani & Charlie Puth]
I won't beg for your love
Won't say, ""Please"" (oh no, I won't say, ""Please"")
I won't fall to the ground on my knees (on my knees)
You know I've given this everything (oh, oh)
Baby honestly, (baby honestly), baby honestly (whoa)

[Chorus: Charlie Puth]
I lie for you, baby
I die for you, baby
Cry for you, baby
But tell me what you've done for me
For you, baby
And only you, baby
The things I do, baby
But tell me what you've done for me

[Post-Chorus: Charlie Puth]
(Tell me what you've done for me)
Oh, tell me what you've done for me
(Oh, tell me what you've done for me)
Oh, tell me what you've done for me

[Bridge: Charlie Puth (with Kehlani)]
Oh—
You know I've given this everything
Baby, honestly
Tell me what you've done for me

[Chorus: Charlie Puth & Kehlani]
I lie for you, baby
I die for you, baby
Cry for you, baby
But tell me what you've done for me
For you, baby
And only you, baby (oh)
The things I do, baby
(But tell me) But tell me what you've done for me

[Outro: Charlie Puth]
(Tell me what you've done for me)
Oh, tell me what you've done for me
(Oh, tell me what you've done for me)
Oh, tell me what you've done for me"
92,All of Me,John Legend,Pop,"[Verse 1]
What would I do without your smart mouth?
Drawin' me in and you kickin' me out
You got my head spinnin', no kiddin'
I can't pin you down
What's goin' on in that beautiful mind?
I'm on your magical mystery ride
And I'm so dizzy, don't know what hit me
But I'll be alright

[Pre-Hook]
My head's under water, but I'm breathing fine
You're crazy and I'm out of my mind

[Hook]
'Cause all of me
Loves all of you
Love your curves and all your edges
All your perfect imperfections
Give your all to me
I'll give my all to you
You're my end and my beginning
Even when I lose, I'm winning

[Post-Hook]
'Cause I give you all of me
And you give me all of you, oh-oh

[Verse 2]
How many times do I have to tell you?
Even when you're crying, you're beautiful too
The world is beating you down, I'm around
Through every mood
You're my downfall, you're my muse
My worst distraction, my rhythm and blues
I can't stop singing, it's ringing
In my head for you

[Pre-Hook]
My head's under water, but I'm breathing fine
You're crazy and I'm out of my mind

[Hook]
'Cause all of me
Loves all of you
Love your curves and all your edges
All your perfect imperfections
Give your all to me
I'll give my all to you
You're my end and my beginning
Even when I lose, I'm winning

[Post-Hook]
'Cause I give you all of me
And you give me all of you, oh-oh

[Bridge]
Cards on the table, we're both showing hearts
Risking it all, though it's hard

[Hook]
'Cause all of me
Loves all of you
Love your curves and all your edges
All your perfect imperfections
Give your all to me
I'll give my all to you
You're my end and my beginning
Even when I lose, I'm winning

[Post-Hook]
'Cause I give you all of me
And you give me all of you, oh-oh

[Outro]
I give you all of me
And you give me all of you"
93,Wake Me Up,Avicii,Pop,"[Official Music Video]
[Aloe Blacc Music Video]

[Verse 1]
Feeling my way through the darkness
Guided by a beating heart
I can't tell where the journey will end
But I know where to start
They tell me I'm too young to understand
They say I'm caught up in a dream
Well life will pass me by if I don't open up my eyes
Well that's fine by me

[Chorus]
So wake me up when it's all over
When I'm wiser and I'm older
All this time I was finding myself
And I didn't know﻿ I was lost
So wake me up when it's all over
When I'm wiser and I'm older
All this time I was finding myself
And I didn't know ﻿I was lost

[Beat Break]

[Verse 2]
I tried carrying the weight of the world
But I only have two hands
I hope I get the chance to travel the world
But I don't have any plans
I wish that I could stay forever this young
Not afraid to close my eyes
Life's a game﻿ made for everyone
And love is the prize

[Chorus]
So wake me up when it's all over
When I'm wiser and I'm older
All this time I was finding myself
And I didn't know﻿ I was lost
So wake me up when it's all over
When I'm wiser and I'm older
All this time I was finding myself
And I didn't know I was lost

[Outro]
I didn't know I was lost
I didn't know I was lost
I didn't know I was lost
I didn't know I was lost

[Beat Break]"
94,Bohemian Rhapsody,Queen,Pop,"[Intro]
Is this the real life? Is this just fantasy?
Caught in a landslide, no escape from reality
Open your eyes, look up to the skies and see
I'm just a poor boy, I need no sympathy
Because I'm easy come, easy go, little high, little low
Any way the wind blows doesn't really matter to me, to me

[Verse 1]
Mama, just killed a man
Put a gun against his head, pulled my trigger, now he's dead
Mama, life had just begun
But now I've gone and thrown it all away
Mama, ooh, didn't mean to make you cry
If I'm not back again this time tomorrow
Carry on, carry on as if nothing really matters

[Verse 2]
Too late, my time has come
Sends shivers down my spine, body's aching all the time
Goodbye, everybody, I've got to go
Gotta leave you all behind and face the truth
Mama, ooh, (any way the wind blows)
I don't want to die
I sometimes wish I'd never been born at all

[Guitar Solo]

[Verse 3]
I see a little silhouetto of a man
Scaramouche, Scaramouche, will you do the Fandango?
Thunderbolt and lightning, very, very fright'ning me
(Galileo.) Galileo. (Galileo.) Galileo. Galileo Figaro magnifico
I'm just a poor boy, nobody loves me
He's just a poor boy from a poor family
Spare him his life from this monstrosity
Easy come, easy go, will you let me go?
Bismillah! No, we will not let you go
(Let him go!) Bismillah! We will not let you go
(Let him go!) Bismillah! We will not let you go
(Let me go.) Will not let you go
(Let me go.) Will not let you go. (Let me go.) Ah
No, no, no, no, no, no, no
(Oh mamma mia, mamma mia) Mamma mia, let me go
Beelzebub has a devil put aside for me, for me, for me!

[Verse 4]
So you think you can stone me and spit in my eye?
So you think you can love me and leave me to die?
Oh, baby, can't do this to me, baby!
Just gotta get out, just gotta get right outta here!

[Guitar Solo]

[Outro]
Nothing really matters, anyone can see
Nothing really matters
Nothing really matters to me
Any way the wind blows"
95,Sorry,Halsey,Pop,"[Verse 1]
I've missed your calls for months it seems
Don't realize how mean I can be
'Cause I can sometimes treat the people
That I love like jewelry
'Cause I can change my mind each day
I didn't mean to try you on
But I still know your birthday
And your mother's favorite song

[Chorus]
So I'm sorry to my unknown lover
Sorry that I can't believe
That anybody ever really
Starts to fall in love with me
Sorry to my unknown lover
Sorry I could be so blind
Didn't mean to leave you
And all of the things that we had behind

[Verse 2]
I run away when things are good
And never really understood
The way you laid your eyes on me
In ways that no one ever could
And so it seems I broke your heart
My ignorance has struck again
I failed to see it from the start
And tore you open 'til the end

[Chorus]
And I'm sorry to my unknown lover
Sorry that I can't believe
That anybody ever really
Starts to fall in love with me
Sorry to my unknown lover
Sorry I could be so blind
Didn't mean to leave you
And all of the things that we had behind

[Bridge]
And someone will love you
Someone will love you
Someone will love you
But someone isn't me
Someone will love you
Someone will love you
Someone will love you
But someone isn't me

[Chorus]
Sorry to my unknown lover
Sorry that I can't believe
That anybody ever really
Starts to fall in love with me
Sorry to my unknown lover
Sorry I could be so blind
Didn't mean to leave you
And all of the things that we had behind

[Bridge]
And someone will love you
Someone will love you
Someone will love you
But someone isn't me
And someone will love you
Someone will love you
Someone will love you
But someone isn't me"
96,Chandelier,Sia,Pop,"[Produced by Greg Kurstin and Jesse Shatkin]
[Written by Sia and Jesse Shatkin]
[Video performed by Maddie Ziegler and choreographed by Ryan Heffington]

[Verse 1]
Party girls don't get hurt
Can't feel anything, when will I learn
I push it down, push it down
I'm the one ""for a good time call""
Phone's blowin' up, ringin' my doorbell
I feel the love, feel the love

[Pre-Chorus]
1 2 3, 1 2 3, drink
1 2 3, 1 2 3, drink
1 2 3, 1 2 3, drink
Throw 'em back till I lose count

[Chorus]
I'm gonna swing from the chandelier
From the chandelier
I'm gonna live like tomorrow doesn't exist
Like it doesn't exist
I'm gonna fly like a bird through the night
Feel my tears as they dry
I'm gonna swing from the chandelier
From the chandelier

[Post-Chorus]
But I'm holding on for dear life
Won't look down, won't open my eyes
Keep my glass full until morning light
'Cause I'm just holding on for tonight
Help me, I'm holding on for dear life
Won't look down, won't open my eyes
Keep my glass full until morning light
'Cause I'm just holding on for tonight
On for tonight

[Verse 2]
Sun is up, I'm a mess
Gotta get out now, gotta run from this
Here comes the shame, here comes the shame

[Pre-Chorus]
1 2 3, 1 2 3, drink
1 2 3, 1 2 3, drink
1 2 3, 1 2 3, drink
Throw 'em back till I lose count

[Chorus]
I'm gonna swing from the chandelier
From the chandelier
I'm gonna live like tomorrow doesn't exist
Like it doesn't exist
I'm gonna fly like a bird through the night
Feel my tears as they dry
I'm gonna swing from the chandelier
From the chandelier

[Post-Chorus]
But I'm holding on for dear life
Won't look down, won't open my eyes
Keep my glass full until morning light
'Cause I'm just holding on for tonight
Help me, I'm holding on for dear life
Won't look down, won't open my eyes
Keep my glass full until morning light
'Cause I'm just holding on for tonight
On for tonight

[Outro]
On for tonight
Yeah I'm just holding on for tonight
Oh, I'm just holding on for tonight
On for tonight, on for tonight
Yeah I'm just holding on for tonight
I'm just holding on for tonight
Oh, I'm just holding on for tonight
On for tonight, on for tonight"
97,13,LANY,Pop,"[Verse 1]
It could change, but this feels like, like the calm before the storm
Not that I don't wanna try, but I've been here before
Friends in town, phone's at home, I tell myself it's fine
Can't remember how you taste, slept alone too many nights

[Chorus]
Where did we go wrong? I know we started out alright
Where did we go wrong? I swear I knew we'd last this time
Where did we go wrong? Oh did you, did you change your mind?
How could you change your mind?
Who got inside your mind?
Where did we go wrong? I know we started out alright
Where did we go wrong? I swear I knew we'd last this time
Where did we go wrong? Oh did you, did you change your mind?
How could you change your mind?
Who got inside your mind?

[Verse 2]
Half my clothes are at your house, and I don't want them back
The smell of you is way too much, not gonna put my heart through that
I don't know how much time we got, I don't know how much to say
I don't know, tell me what you want, I want you to want me to stay

[Chorus]
Where did we go wrong? I know we started out alright
Where did we go wrong? I swear I knew we'd last this time
Where did we go wrong? Oh did you, did you change your mind?
How could you change your mind?
Who got inside your mind?
Where did we go wrong? I know we started out alright
Where did we go wrong? I swear I knew we'd last this time
Where did we go wrong? Oh did you, did you change your mind?
How could you change your mind?
Who got inside your mind?

[Bridge]
La la la la la la la
La la la la oh yeah
La la la la la la la
Ooh ooh ooh

[Chorus]
Where did we go wrong? I know we started out alright
Where did we go wrong? I swear I knew we'd last this time
Where did we go wrong? Oh did you, did you change your mind?
How could you change your mind?
Who got inside your mind?
Where did we go wrong? I know we started out alright
Where did we go wrong? I swear I knew we'd last this time
Where did we go wrong? Oh did you, did you change your mind?
How could you change your mind?
Who got inside your mind?"
98,Everybody Hates Me,The Chainsmokers,Pop,"[Intro: Drew Taggart]
Yeah, let's do it again but, uh, this time, uh, let's go full psycho

[Verse 1]
Yeah, I just wanna drink tequila with my friends
She says she cheated 'cause she's tryna get ahead
The more I read it, yeah, the more I take offense
I'm so defeated, I can't get outside my head
I post a picture of myself 'cause I'm lonely
Everyone knows what I look like
Not even one of them knows me
Yeah, I just wanna drink tequila with my friends
I'm so defeated, I just want this shit to end

[Chorus]
So I walk into the club like, everybody hates me
I walk into the club like, everybody hates me
I'm talkin' to myself, shit, now they think I'm crazy
I walk into the club like, everybody hates me (everybody hates me)
Like everybody hates me

[Drop]
Like everybody hates me (everybody, yeah)

[Verse 2]
I'm a product of the internet
And now, I'm face to face with all the voices in my head
I can't even check the time without facing regret
Why do I still have to mean everything I ever said?
And I'm not trying to be like ""poor me,"" I made it
I'm just trying to stay normal now that they know what my name is
Yeah, I just wanna drink tequila with my friends
Yeah, they're the reason that I still am who I am

[Chorus]
So I walk into the club like, everybody hates me
I walk into the club like, everybody hates me
I'm talkin' to myself, shit, now they think I'm crazy
I walk into the club like, everybody hates me (everybody hates me)
Like everybody hates me

[Drop]
Like everybody, everybody hates me (everybody, yeah)

[Breakdown]
I walk into the club like, everybody hates me
I walk into the club like, everybody hates me
I walk into the club like, everybody hates me

[Drop]
I walk into the club like, everybody, yeah
Everybody (everybody)
I walk into the club like, everybody, yeah
Everybody (everybody)
I walk into the club like, everybody hates me

[Outro]
Everybody, yeah, everybody"
99,You Are My Sunshine,Johnny Cash,Pop,"The other night dear, as I lay sleeping
I dreamed I held you in my arms
But when I awoke, dear, I was mistaken
So I bowed my head and I cried

You are my sunshine, my only sunshine
You make me happy when skies are gray
You'll never know dear, how much I love you
Please don't take my sunshine away

I'll always love you and make you happy
If you will only say the same
But if you leave me and love another
You'll regret it all some day:

You are my sunshine, my only sunshine
You make me happy when skies are gray
You'll never know dear, how much I love you
Please don't take my sunshine away

You told me once, dear, you really loved me
And no one else could come between
But now you've left me and love another;
You have shattered all of my dreams:

You are my sunshine, my only sunshine
You make me happy when skies are gray
You'll never know dear, how much I love you
Please don't take my sunshine away

In all my dreams, dear, you seem to leave me
When I awake my poor heart pains
So when you come back and make me happy
I'll forgive you dear, I'll take all the blame

You are my sunshine, my only sunshine
You make me happy when skies are gray
You'll never know dear, how much I love you
Please don't take my sunshine away"
0,Despacito (Remix),Luis Fonsi & Daddy Yankee,Pop,no lyrics
1,Shape of You,Ed Sheeran,Pop,"[Verse 1]
The club isn't the best place to find a lover
So the bar is where I go
Me and my friends at the table doing shots
Drinking fast and then we talk slow
And you come over and start up a conversation with just me
And trust me I'll give it a chance now
Take my hand, stop, put Van the Man on the jukebox
And then we start to dance, and now I'm singing like

[Pre-Chorus]
Girl, you know I want your love
Your love was handmade for somebody like me
Come on now, follow my lead
I may be crazy, don't mind me
Say, boy, let's not talk too much
Grab on my waist and put that body on me
Come on now, follow my lead
Come, come on now, follow my lead

[Chorus]
I'm in love with the shape of you
We push and pull like a magnet do
Although my heart is falling too
I'm in love with your body
And last night you were in my room
And now my bed sheets smell like you
Every day discovering something brand new
I'm in love with your body
Oh—I—oh—I—oh—I—oh—I
I'm in love with your body
Oh—I—oh—I—oh—I—oh—I
I'm in love with your body
Oh—I—oh—I—oh—I—oh—I
I'm in love with your body
Every day discovering something brand new
I'm in love with the shape of you

[Verse 2]
One week in we let the story begin
We're going out on our first date
You and me are thrifty, so go all you can eat
Fill up your bag and I fill up a plate
We talk for hours and hours about the sweet and the sour
And how your family is doing okay
Leave and get in a taxi, then kiss in the backseat
Tell the driver make the radio play, and I'm singing like

[Pre-Chorus]
Girl, you know I want your love
Your love was handmade for somebody like me
Come on now, follow my lead
I may be crazy, don't mind me
Say, boy, let's not talk too much
Grab on my waist and put that body on me
Come on now, follow my lead
Come, come on now, follow my lead

[Chorus]
I'm in love with the shape of you
We push and pull like a magnet do
Although my heart is falling too
I'm in love with your body
And last night you were in my room
And now my bed sheets smell like you
Every day discovering something brand new
I'm in love with your body
Oh—I—oh—I—oh—I—oh—I
I'm in love with your body
Oh—I—oh—I—oh—I—oh—I
I'm in love with your body
Oh—I—oh—I—oh—I—oh—I
I'm in love with your body
Every day discovering something brand new
I'm in love with the shape of you

[Bridge]
Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on

[Chorus]
I'm in love with the shape of you
We push and pull like a magnet do
Although my heart is falling too
I'm in love with your body
Last night you were in my room
And now my bed sheets smell like you
Every day discovering something brand new
I'm in love with your body
Come on, be my baby, come on
Come on, be my baby, come on
I'm in love with your body
Come on, be my baby, come on
Come on, be my baby, come on
I'm in love with your body
Come on, be my baby, come on
Come on, be my baby, come on
I'm in love with your body
Every day discovering something brand new
I'm in love with the shape of you"
